"","site_id","area_m2","woody_prp","herb_prp","woody_mnParea","herb_mnParea","woody_ClmIdx","herb_ClmIdx","woody_lrgPInx","herb_lrgPInx","woody_AggInx","herb_AggInx","woody_EdgDens","herb_EdgDens","woody_Pdens","herb_Pdens","woody_IJI","herb_IJI","woody_COH","herb_COH","woody_DIV","herb_DIV","woody_SPLIT","herb_SPLIT"
"1",1,91273.806342762,0.635410955932524,0.34548774764044,0.0169045565245665,0.00267037436806889,0.846710507319898,0.832504017528529,41.1689294353337,28.9880072607235,94.4068515063475,89.0273389828575,2341.63559669066,2528.64235165865,3757.12383286634,12915.7938138536,18.0327109120253,46.6377131038224,99.5576935352265,99.6223326038703,0.826078697625471,0.915737854810347,5.74972695320877,11.8677253913872
"2",2,97335.529744029,0.809176984705026,0.159992753649979,0.101319230786106,0.00110017306368638,0.831689189746707,0.795342397876248,42.8915822288636,4.27863186835432,96.7679497480096,82.8329528376564,1749.48503046698,1815.79615662222,797.451100779094,14650.6080438005,73.6683605081174,78.9077805666137,99.8585910902783,96.8285696141529,0.683239147366951,0.997218988145509,3.15695576548547,359.581351077377
"3",3,133663.593987018,0.721899626710908,0.265697802819329,0.0340709577521669,0.00191810866089042,0.830708936263728,0.821453665878012,40.1870840079151,9.57651032479266,95.2878419911766,86.8935726294893,2228.51384361582,2315.23619515558,2118.08976906398,13864.5383122885,40.2880669745311,51.3791416482835,99.7743033564408,98.6206109087967,0.805975729747501,0.988226244979784,5.15399438791149,84.9346702290802
"4",4,93084.9519809479,0.684139956336096,0.29376147143492,0.0250462968791792,0.00215622830372179,0.809971239468295,0.798003988704471,22.2735405004876,6.5601652422965,93.9913160686498,85.7413302938595,2631.69345176625,2749.30317177282,2730.14946669606,13640.082687126,47.4612199321832,58.4772511639287,99.4862045901051,98.2623017029865,0.911971578402683,0.99176148830173,11.3599674043284,121.381147059612
"5",5,316313.562926888,0.850343909347797,0.131942965376717,0.131441092704795,0.000565662358737081,0.760009943038241,0.736356555780162,32.4718953150154,2.09272332183639,96.3944846201639,77.1291450766071,1996.80825522652,2002.20099421721,646.497948885584,23425.3012893762,51.1154694928456,51.8183763771136,99.8806558923978,94.6472276202867,0.792146071850214,0.99935558716115,4.81107097133796,1551.80024312534
"6",6,265299.66277606,0.817161864032855,0.156285510640464,0.0711321176589349,0.00107487560931001,0.814290808728631,0.781028410898892,54.2416101946597,2.37600907151921,96.586624050874,81.5440216759209,1767.23633632343,1888.66240073283,1147.43918553158,14620.4751123779,67.4541553066125,77.8647246944629,99.89103940576,97.1925565921575,0.676523814336452,0.998770139674957,3.09141768179533,813.100463229219
"7",7,145834.61795048,0.791710376592378,0.199852887817087,0.0448854418679617,0.00135540583086034,0.814599009178942,0.807819693805425,66.9234251300193,8.09293491898701,96.1321846150013,84.6287148557227,1994.65489710232,2042.42295998768,1763.11305051435,14767.7802409361,36.2671098432505,43.9472735796815,99.8762190862885,98.4988342819477,0.550520510574022,0.992552827388123,2.22479562143554,134.279148895406
"8",8,118381.407206938,0.783906558129218,0.19959404806398,0.0397352307758357,0.00131745575981832,0.7929049211509,0.779474604648636,76.240974386835,3.37745349475991,95.5247012361772,82.3490798623037,2344.40839406445,2367.12102016051,1972.81162044305,15150.1815467357,49.8543802768665,52.3844258338508,99.9491237097316,97.3763103206351,0.418708662571292,0.997402788197791,1.72030776240949,385.028282695138
"9",9,218116.065353721,0.513804967278827,0.475373272315444,0.0105189840692349,0.00426084555581166,0.809921275265562,0.80259906480744,30.1917522174026,14.8609615276941,90.7511748403422,89.6516986798256,3178.11240521396,3260.89104480496,4880.90232295214,11166.1504876534,17.6276043837746,29.1330207616601,99.6447256722478,99.6025904968732,0.907596281255354,0.94450074808584,10.8220752756008,18.0182608865914
"10",10,211668.019610818,0.749288074006281,0.242449501736861,0.0492449907202927,0.00135100498056623,0.800801574114593,0.790509364027434,59.1298156389065,5.70086882814156,95.0008160082689,84.1354992103817,2485.72437642234,2561.55965225265,1521.03788442041,17965.1997803834,25.3640483410168,36.9077018641609,99.896306633678,98.7561622048659,0.644110898555887,0.992662867493818,2.80986407266263,136.293027167961
"11",11,150458.984232433,0.554832034181008,0.404054693436692,0.0141839390886595,0.00326005989359172,0.851257914400776,0.829959478247335,29.1246256842587,31.1399702454748,93.3833971683092,89.861185106257,2432.49601027418,2747.48548808176,3914.02340878361,12384.4733915827,24.5487264477016,44.8390810385638,99.4642644152219,99.6861732394195,0.911751127813529,0.901087987153173,11.3315895741646,10.1099954517009
"12",12,148384.473240304,0.719684290697054,0.232903526261406,0.0401484943887188,0.00103930716229501,0.798897626455398,0.759286481310711,57.2509027975848,5.85573608821553,94.3639770945623,81.5339355913671,2647.36025347959,2858.65759091691,1792.70381602499,22405.4405770615,30.5342106257186,42.4036243641753,99.8780250941422,97.6841490864748,0.668894231862975,0.995109796066338,3.02018296336704,204.490449389311
"13",13,118380.149144396,0.646521912362715,0.331129272142755,0.0197083804660153,0.00176834594624118,0.801090959640907,0.772980455189802,30.8638414408287,19.3113436116661,92.9700680240096,84.814312323223,3028.09033086615,3364.74722114564,3280.71372083078,18722.8392294199,30.0355356251759,60.492225749359,99.6519805422325,99.3780282498617,0.871423105366979,0.960301357936845,7.7774471288497,25.1897784918978
"14",14,260466.011901475,0.489444152685259,0.479504685038282,0.0104321662609092,0.0035654649977491,0.824763161234917,0.809615071810728,9.47705037239434,42.0229936979419,91.0573251278642,90.0867490408388,2892.66669580447,3156.05581481565,4693.94987655443,13442.9827760491,13.2192467309519,33.122688587594,99.1930434964028,99.8460844010053,0.979989869422023,0.823351694178756,49.974686377139,5.66096569877061
"15",15,211559.456868969,0.633795743826062,0.363252410078495,0.0161512788488469,0.00234955325663035,0.825852784479192,0.824579689427937,35.7000235803845,28.4538901696939,93.6128620227927,88.8401086923507,2696.1653316287,2694.94955640864,3920.63947072344,15484.6409865351,18.021634491992,17.7946686699917,99.7326029604702,99.6503861957806,0.855870691258129,0.918970010782197,6.93821408517925,12.3411098736799
"16",16,228682.889089245,0.553525420581046,0.420124620103845,0.0125922857163807,0.00278737954985716,0.823163127765609,0.799567155906801,13.1676248892096,24.8143819660687,92.097218670985,88.3848842207562,2913.31027299696,3239.60269686941,4392.39801327783,15085.7955575078,37.5958726207945,64.8721547700188,99.3709369375164,99.6333089964995,0.969596932808908,0.93360613951756,32.8914182807518,15.0616336018672
"17",17,214778.448925585,0.632868129215668,0.352146554382954,0.0197667692340671,0.00228092584847421,0.823622798024377,0.810266244185159,27.8835259081991,24.803386465502,93.513344638647,87.7185234781411,2744.0664990916,2867.98399659971,3198.43994065593,15462.9948364658,28.1765356656469,43.6495425389253,99.7257234330154,99.56897590377,0.892490008269566,0.938207986869724,9.30146104473116,16.1833212634081
"18",18,283647.540369093,0.793158359916289,0.18765873580267,0.0738066098483519,0.00117144881909264,0.809127121758485,0.780888580301422,71.1442237638189,4.99122556938769,96.0356436594797,82.2192495350028,2105.8211112493,2219.1812641344,1073.48629615279,16091.7355606904,51.8331531402102,63.751525615276,99.9586321206665,97.1568184105987,0.48856987894325,0.997114247748153,1.95530133800828,346.530094314268
"19",19,192582.339934282,0.823381270752939,0.140919934787161,0.0553086689987724,0.000768848416417835,0.767035878301557,0.71275603360777,39.1025856436106,1.64155698683842,95.8805819630521,75.3252794279867,2256.16851780581,2324.80786563735,1488.32674710958,18337.015253587,71.0779750789064,75.7008788340083,99.8619994318398,95.3754736356835,0.726103222991694,0.999472015499323,3.65101046796792,1893.99499174202
"20",20,203762.219406232,0.455581235908201,0.505444116961048,0.008274715303871,0.00423072235942788,0.818833492998079,0.797401202822958,23.433807656725,33.8353231419886,90.1313378308412,89.9859660392113,3003.86213757313,3364.3772850489,5501.95554289009,11953.5368645352,16.4095082749651,55.3890002525694,99.5773723015711,99.7312313766414,0.941908337845931,0.880733944993244,17.2141743396467,8.38461538736528
"21",21,66969.2354395213,0.48451679497656,0.487640316545525,0.00705576673983944,0.00393431654741974,0.805970270472519,0.797465413080715,9.82780366839112,42.0069263328915,90.0070209578356,89.6122981407483,3154.17147635828,3362.06835093592,6873.48278515697,12381.1763343864,24.9312478452689,47.1551843406897,98.4707484160984,99.7000144031359,0.97826783118464,0.823230388397975,46.0147355055146,5.65708093680365
"22",22,117801.536688671,0.660215481011691,0.325752273248262,0.0205560949902393,0.00166727635602673,0.806664259635332,0.791282240599205,56.3794018757742,12.4832956022431,93.4318771721438,85.9262391355415,2889.4285822284,3069.64284599157,3212.05821856983,19535.0770285052,26.6005549389728,47.320337725474,99.8642706319409,98.8709443924699,0.680997896342201,0.978904617277961,3.13477556584618,47.403738210222
"23",23,66816.1583400844,0.515925832125402,0.395103971893372,0.0152160000025411,0.00264270119566045,0.853820211771019,0.805137341354924,28.8428472716949,23.1532318108532,92.9276735288759,88.2065354314624,2381.11817546144,3078.88435944494,3392.4149167746,14938.5288440425,31.0649222489478,84.1183233268294,99.6566834144143,99.2341622686418,0.881863930818123,0.942421564935224,8.46481525012015,17.3676133933651
